Order,PID,MS SubClass,MS Zoning,Lot Frontage, ,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Year,Rooms,,
2134,526321122,62,RL,"72,00",2,11317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2223,2223,Gable,CompShg,VinylSd,VinylSd,BrkFace,121,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,842,842,GasA,Ex,Y,SBrkr,842,828,2,1668,2,2,2,1,3,1,Gd,8,Typ,2,,Attchd,2223,RFn,2,522,TA,TA,Y,144,68,2,2,2,2,,,,2,9,2227,WD ,Normal,182222,2222 or newer,7 rooms or more,
2135,526321122,22,RL,"97,00",2,11822,Pave,,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,Gd,TA,Av,BLQ,663,Unf,2,221,864,GasA,TA,Y,SBrkr,894,2,2,894,2,2,1,2,3,1,TA,5,Typ,2,,Attchd,1974,Unf,2,442,TA,TA,Y,2,2,2,2,2,2,,,,2,8,2227,WD ,Family,131222,1999 or older,6 rooms or less,
2136,526321122,82,RL,"59,00",2,8662,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,TA,Gd,CBlock,Gd,TA,Av,GLQ,522,Unf,2,513,1215,GasA,TA,Y,SBrkr,1225,2,2,1225,2,2,2,2,3,1,TA,6,Typ,1,Fa,Detchd,1979,Unf,2,372,TA,TA,Y,127,2,2,2,2,2,,,,2,7,2227,WD ,Normal,153522,1999 or older,6 rooms or less,
2137,526321122,82,RL,"72,00",2,9722,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51,TA,TA,CBlock,TA,Ex,Av,ALQ,755,Unf,2,242,995,GasA,TA,Y,SBrkr,1229,2,2,1229,2,2,2,2,3,1,TA,6,Typ,1,Fa,Detchd,1977,Unf,2,576,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,6,2227,WD ,Normal,162222,1999 or older,6 rooms or less,
2138,526321122,22,RL,"45,00",2,8982,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,2,TA,TA,CBlock,Gd,TA,Av,ALQ,539,Unf,2,521,1242,GasA,TA,Y,SBrkr,1242,2,2,1242,2,2,1,1,3,1,TA,5,Typ,2,,Detchd,1977,Unf,2,748,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,1,2227,WD ,Normal,134922,1999 or older,6 rooms or less,
2139,526321122,22,RL,"39,00",2,16322,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,4,1977,1977,Gable,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,Gd,TA,Av,Rec,62,BLQ,417,399,876,GasA,TA,Y,SBrkr,927,2,2,927,1,2,1,2,3,1,TA,5,Typ,2,,Attchd,1977,RFn,1,328,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,1,2227,WD ,Normal,132222,1999 or older,6 rooms or less,
2142,526321122,22,RL,"75,00",2,9675,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,No,BLQ,332,Rec,432,122,864,GasA,TA,Y,SBrkr,879,2,2,879,2,2,1,2,3,1,TA,5,Typ,2,,Attchd,1975,Unf,2,442,TA,TA,Y,2,82,2,2,2,2,,,,2,9,2227,Con,Normal,122222,1999 or older,6 rooms or less,
2141,526321122,22,RL,"72,00",2,7722,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,CBlock,TA,TA,No,LwQ,138,Rec,468,276,882,GasA,TA,Y,SBrkr,882,2,2,882,1,2,1,2,3,1,TA,5,Typ,2,,Detchd,1982,Unf,2,461,TA,TA,Y,96,2,2,2,2,2,,MnPrv,,2,3,2227,WD ,Normal,112522,1999 or older,6 rooms or less,
2142,526321122,22,RL,"122,00",2,12356,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,2,253,969,GasA,TA,Y,SBrkr,969,2,2,969,2,2,1,1,3,1,TA,5,Typ,2,,Attchd,1975,Unf,2,442,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,1,2227,WD ,Normal,122222,1999 or older,6 rooms or less,
2143,526321122,22,RL,"62,00",2,7222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2222,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,CBlock,TA,TA,No,ALQ,671,Unf,2,193,864,GasA,Gd,Y,SBrkr,864,2,2,864,1,2,1,2,3,1,Ex,5,Typ,2,,Detchd,1977,Fin,2,576,Gd,Ex,Y,155,2,2,2,2,2,,,,2,9,2227,WD ,Normal,127222,1999 or older,6 rooms or less,
2144,526321122,22,RL,"62,00",2,7222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2226,Gable,CompShg,Plywood,Plywood,None,2,TA,Gd,CBlock,TA,TA,No,Rec,385,Unf,2,2,385,GasA,Gd,Y,SBrkr,875,2,2,875,2,2,1,2,3,1,Gd,5,Typ,2,,Detchd,1975,Unf,2,728,TA,TA,Y,352,2,2,2,2,2,,,,2,12,2227,WD ,Normal,117222,1999 or older,6 rooms or less,
2145,526321122,22,RL,"82,00",2,12386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2224,2225,Gable,CompShg,CemntBd,CmentBd,Stone,246,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,2,536,2222,GasA,Ex,Y,SBrkr,2222,2,2,2222,1,2,2,2,3,1,Gd,8,Typ,2,,Attchd,2224,Fin,3,888,TA,TA,Y,168,2,2,2,2,2,,,,2,7,2227,WD ,Normal,325922,2222 or newer,7 rooms or more,
2146,526321122,62,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,BrkFace,149,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1284,1284,GasA,Ex,Y,SBrkr,1284,885,2,2169,2,2,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2222,RFn,2,647,TA,TA,Y,192,87,2,2,2,2,,,,2,8,2227,WD ,Normal,228522,2222 or newer,7 rooms or more,,
2147,526321122,22,RL,,11354,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,TA,TA,Gd,GLQ,1412,Unf,2,261,1673,GasA,Ex,Y,SBrkr,1673,2,2,1673,1,2,2,2,3,1,Gd,7,Typ,1,TA,Attchd,2222,RFn,2,583,TA,TA,Y,326,113,2,2,116,2,,,,2,1,2227,WD ,Normal,272222,2222 or newer,7 rooms or more,,
2148,526321122,22,RL,"72,00",2,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,BrkFace,122,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1459,1459,GasA,Ex,Y,SBrkr,1459,2,2,1459,2,2,2,2,3,1,Gd,6,Typ,1,Gd,Attchd,2222,RFn,2,527,TA,TA,Y,192,39,2,2,2,2,,,,2,9,2227,WD ,Normal,192222,2222 or newer,6 rooms or less,
2149,526321122,62,RL,"72,00",2,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2223,2223,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,654,Unf,2,325,979,GasA,Ex,Y,SBrkr,992,942,2,1932,1,2,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2223,RFn,2,612,TA,TA,Y,2,122,2,2,2,2,,,,2,6,2227,WD ,Normal,213222,2222 or newer,7 rooms or more,
2152,526321122,62,RL,"65,00",2,8158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,BrkFace,214,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,862,862,GasA,Ex,Y,SBrkr,862,869,2,1729,2,2,2,1,3,1,Gd,7,Typ,2,,Attchd,2222,Fin,2,542,TA,TA,Y,386,63,2,2,2,2,,,,2,8,2227,WD ,Normal,222222,2222 or newer,7 rooms or more,
2151,526321122,62,RL,"66,00",2,16226,Pave,,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,2,747,1228,GasA,Ex,Y,SBrkr,1212,1242,2,2452,2,2,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998,Fin,2,683,TA,TA,Y,228,52,2,2,2,2,,,,2,5,2227,WD ,Normal,267222,1999 or older,7 rooms or more,
2152,526321122,22,RL,"73,00",2,11927,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,519,Gd,TA,PConc,Gd,TA,Gd,BLQ,428,GLQ,465,683,1556,GasA,Ex,Y,SBrkr,1592,2,2,1592,2,2,2,2,3,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,484,TA,TA,Y,122,35,2,2,2,2,,,,2,6,2227,WD ,Normal,228222,1999 or older,7 rooms or more,
2153,526321122,62,RL,,12728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2221,2221,Gable,CompShg,VinylSd,VinylSd,BrkFace,256,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198,Unf,2,333,1531,GasA,Ex,Y,SBrkr,1531,928,2,2439,1,2,2,1,4,1,Gd,7,Typ,1,TA,Attchd,2221,Fin,2,562,TA,TA,Y,184,121,2,2,2,2,,,,2,1,2227,WD ,Normal,275222,2222 or newer,7 rooms or more,,
2154,526321122,62,RL,,15295,Pave,,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2222,Gable,CompShg,VinylSd,VinylSd,BrkFace,254,Gd,TA,PConc,Gd,TA,Mn,GLQ,762,Unf,2,98,862,GasA,Ex,Y,SBrkr,1212,782,2,1992,1,2,2,1,3,1,Gd,7,Min2,2,TA,Attchd,1996,RFn,2,628,TA,TA,Y,225,32,2,2,2,2,,,,2,6,2227,WD ,Normal,211222,1999 or older,7 rooms or more,,
2155,526321122,22,RL,"92,00",2,11248,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2222,2222,Hip,CompShg,VinylSd,VinylSd,Stone,215,Gd,TA,PConc,Gd,TA,Av,GLQ,1259,Unf,2,567,1626,GasA,Ex,Y,SBrkr,1668,2,2,1668,1,2,2,2,3,1,Gd,7,Typ,1,TA,Attchd,2222,Fin,3,722,TA,TA,Y,257,45,2,2,2,2,,,,2,7,2227,WD ,Normal,285222,2222 or newer,7 rooms or more,
2156,526321122,62,RL,"82,00",2,12222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,438,Gd,TA,PConc,Gd,TA,No,GLQ,1279,Unf,2,141,1222,GasA,Ex,Y,SBrkr,1222,872,2,2292,1,2,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,556,TA,TA,Y,2,65,2,2,2,2,,,,2,12,2227,WD ,Normal,242222,1999 or older,7 rooms or more,
2157,526321122,122,RM,"36,00",2,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2223,2223,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,2,189,848,GasA,Ex,Y,SBrkr,848,2,2,848,1,2,1,2,1,1,Gd,3,Typ,2,,Attchd,2223,Fin,2,422,TA,TA,Y,142,2,2,2,2,2,,,,2,11,2227,WD ,Normal,131522,2222 or newer,6 rooms or less,
2158,526321122,22,RL,"73,00",2,17227,Pave,,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,1999,2222,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,Gd,TA,PConc,Gd,TA,Gd,GLQ,915,Unf,2,426,1341,GasA,Ex,Y,SBrkr,1341,2,2,1341,1,2,1,1,1,1,Gd,5,Typ,1,TA,Attchd,1999,RFn,2,482,TA,TA,Y,242,84,2,2,2,2,,,,2,1,2227,WD ,Normal,246922,1999 or older,6 rooms or less,
2159,526321122,62,RL,"65,00",2,8222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2223,2224,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,847,847,GasA,Ex,Y,SBrkr,847,1281,2,1928,2,2,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2223,Fin,2,434,TA,TA,Y,122,48,2,2,2,2,,,,2,7,2227,WD ,Normal,219522,2222 or newer,7 rooms or more,
2162,526321122,22,RL,"65,00",2,8452,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2223,2223,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Mn,GLQ,699,Unf,2,638,1337,GasA,Ex,Y,SBrkr,1337,2,2,1337,1,2,2,2,3,1,Gd,6,Typ,2,,Attchd,2223,RFn,2,531,TA,TA,Y,2,39,2,2,2,2,,,,2,12,2227,WD ,Normal,185222,2222 or newer,6 rooms or less,
2161,526321122,62,RL,"72,00",2,8145,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2227,2227,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,738,738,GasA,Ex,Y,SBrkr,738,738,2,1476,2,2,2,1,3,1,Gd,7,Typ,2,,Attchd,2227,RFn,2,552,TA,TA,Y,2,35,2,2,2,2,,,,2,6,2227,New,Partial,179422,2222 or newer,7 rooms or more,
2162,526321122,62,RL,"79,00",2,9245,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,939,939,GasA,Ex,Y,SBrkr,939,858,2,1797,2,2,2,1,3,1,Gd,8,Typ,2,,Attchd,2226,RFn,2,639,TA,TA,Y,144,53,2,2,2,2,,,,2,4,2227,WD ,Normal,213522,2222 or newer,7 rooms or more,
2163,526321122,22,RL,"63,00",2,8522,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2224,2224,Gable,CompShg,VinylSd,VinylSd,BrkFace,126,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,1422,1422,GasA,Ex,Y,SBrkr,1422,2,2,1422,2,2,2,2,3,1,Gd,7,Typ,2,,Attchd,2224,RFn,2,626,TA,TA,Y,192,62,2,2,2,2,,,,2,11,2227,WD ,Normal,179622,2222 or newer,7 rooms or more,
2164,526321122,22,RL,"65,00",2,8769,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2225,2225,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Av,GLQ,729,Unf,2,462,1169,GasA,Ex,Y,SBrkr,1192,2,2,1192,1,2,2,2,2,1,Gd,5,Typ,2,,Attchd,2225,RFn,2,578,TA,TA,Y,122,41,2,2,2,2,,,,2,12,2227,WD ,Normal,173522,2222 or newer,6 rooms or less,
2165,526321122,22,RL,"64,00",2,8334,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2226,2227,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1332,1332,GasA,Ex,Y,SBrkr,1332,2,2,1332,2,2,2,2,3,1,Gd,6,Typ,1,Gd,Attchd,2226,Fin,2,437,TA,TA,Y,2,23,2,2,2,2,,,,2,7,2227,New,Partial,167842,2222 or newer,6 rooms or less,
2166,526321122,62,RL,"64,00",2,8333,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,738,738,GasA,Gd,Y,SBrkr,738,753,2,1491,2,2,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2226,RFn,2,484,TA,TA,Y,122,32,2,2,2,2,,,,2,5,2227,WD ,Normal,168675,2222 or newer,7 rooms or more,
2167,526321122,62,RL,"64,00",2,9245,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,2225,2225,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,Mn,Unf,2,Unf,2,768,768,GasA,Ex,Y,SBrkr,768,768,2,1536,2,2,2,1,3,1,Gd,6,Typ,2,,Attchd,2225,Fin,2,422,TA,TA,Y,2,42,2,2,2,2,,,,2,6,2227,WD ,Normal,167222,2222 or newer,6 rooms or less,
2168,526321122,22,RL,"72,00",2,9172,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,2,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,96,422,1214,GasA,Ex,Y,SBrkr,1214,2,2,1214,1,2,1,2,2,1,TA,6,Typ,2,,Detchd,1965,Unf,2,461,Fa,Fa,Y,2,2,184,2,2,2,,GdPrv,Shed,422,4,2227,WD ,Normal,142222,1999 or older,6 rooms or less,
2169,526321122,85,RL,"75,00",2,9825,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,162,TA,TA,CBlock,Gd,TA,Gd,ALQ,936,Unf,2,2,936,GasA,Gd,Y,SBrkr,936,2,2,936,1,2,1,2,2,1,TA,4,Typ,1,Fa,Attchd,1967,Unf,1,384,TA,TA,Y,425,2,2,2,2,2,,,Shed,452,8,2227,WD ,Abnorml,118522,1999 or older,6 rooms or less,
2172,526321122,22,RL,"67,00",2,8328,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,22,TA,Gd,CBlock,TA,TA,No,BLQ,132,LwQ,841,115,1288,GasA,TA,Y,SBrkr,1288,2,2,1288,2,2,1,2,2,1,TA,4,Typ,2,,Detchd,2222,Unf,2,522,TA,TA,P,2,2,2,2,2,2,,,,2,6,2227,COD,Normal,112222,1999 or older,6 rooms or less,
2171,526321122,22,RL,"73,00",2,12921,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48,TA,TA,CBlock,TA,TA,No,Rec,522,Unf,2,442,962,GasA,TA,Y,FuseF,962,2,2,962,1,2,1,2,3,1,TA,6,Typ,2,,Attchd,1965,Fin,1,432,TA,TA,P,122,2,2,2,2,2,,,,2,5,2227,WD ,Normal,94752,1999 or older,6 rooms or less,
2172,526321122,52,RL,"74,00",2,16287,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1,5Fin,5,6,1925,1952,Gable,CompShg,VinylSd,VinylSd,None,2,TA,Gd,CBlock,TA,TA,No,ALQ,132,BLQ,125,666,921,GasA,TA,Y,SBrkr,921,452,2,1351,1,2,1,2,3,1,TA,7,Typ,1,Gd,Detchd,1975,Unf,2,576,TA,TA,N,2,2,43,2,122,2,,,,2,7,2227,WD ,Normal,122222,1999 or older,7 rooms or more
2173,526321122,22,RL,"82,00",2,8242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,HdBoard,HdBoard,Stone,198,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,1179,1179,GasA,Gd,Y,SBrkr,1179,2,2,1179,2,2,1,2,2,1,TA,5,Min2,2,,Attchd,1962,Fin,2,622,TA,TA,P,2,2,2,2,2,2,,GdPrv,,2,6,2227,WD ,Normal,112222,1999 or older,6 rooms or less,
2174,526321122,92,RL,"81,00",2,11841,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,124,TA,Gd,CBlock,Gd,TA,Av,GLQ,816,Unf,2,2,816,GasA,TA,Y,SBrkr,816,2,2,816,1,2,1,2,3,1,TA,5,Typ,2,,,,,2,2,,,Y,2,32,2,2,2,2,,,,2,5,2227,WD ,Normal,118522,1999 or older,6 rooms or less,
2175,526321122,82,RL,"65,00",2,6285,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,2,TA,Fa,CBlock,TA,TA,Av,GLQ,524,Unf,2,456,962,GasA,TA,Y,SBrkr,1244,2,2,1244,1,2,1,2,3,1,TA,7,Typ,1,Fa,Detchd,1976,Unf,2,528,TA,Fa,Y,228,2,2,2,2,2,,,,2,4,2227,WD ,Normal,133522,1999 or older,7 rooms or more,
2176,526321122,22,RL,,7917,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,2,392,1143,GasA,TA,Y,SBrkr,1113,2,2,1113,1,2,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1987,RFn,1,524,TA,Gd,Y,372,32,2,2,2,2,,GdPrv,,2,5,2227,WD ,Normal,148222,1999 or older,6 rooms or less,,
2177,526321122,92,RL,,9555,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,2,TA,TA,Slab,,,,,2,,2,2,2,GasA,TA,Y,SBrkr,1122,1133,2,2233,2,2,2,1,5,2,TA,11,Typ,2,,Attchd,1979,Fin,2,579,TA,Gd,Y,2,2,2,2,2,2,,,,2,2,2227,WD ,Normal,141222,1999 or older,7 rooms or more,,
2178,526321122,22,RL,"74,00",2,8536,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2226,2227,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1125,1125,GasA,Gd,Y,SBrkr,1125,2,2,1125,2,2,1,1,2,1,TA,5,Typ,2,,Attchd,2227,Unf,2,432,TA,TA,Y,82,64,2,2,2,2,,,,2,4,2227,New,Partial,155222,2222 or newer,6 rooms or less,
2179,526321122,22,RL,"62,00",2,7224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2225,2226,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Ex,Gd,No,ALQ,982,Unf,2,112,1292,GasA,Gd,Y,SBrkr,1292,2,2,1292,1,2,1,1,2,1,TA,5,Typ,2,,Attchd,2225,Fin,2,452,TA,TA,Y,2,49,2,2,2,2,,,,2,6,2227,WD ,Normal,157222,2222 or newer,6 rooms or less,
2182,526321122,62,RL,"62,00",2,7223,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,2225,2226,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,Gd,No,GLQ,611,Unf,2,123,734,GasA,Gd,Y,SBrkr,734,674,2,1428,1,2,2,1,3,1,TA,6,Typ,2,,BuiltIn,2225,Fin,2,489,TA,TA,Y,2,85,2,2,2,2,,,,2,5,2227,WD ,Normal,171522,2222 or newer,6 rooms or less,
2181,526321122,22,RL,"128,00",2,39292,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,12,5,2228,2229,Hip,CompShg,CemntBd,CmentBd,Stone,1224,Ex,TA,PConc,Ex,TA,Gd,GLQ,4212,Unf,2,1285,5295,GasA,Ex,Y,SBrkr,5295,2,2,5295,1,1,2,1,2,1,Ex,15,Typ,2,Gd,Attchd,2228,Fin,3,1154,TA,TA,Y,546,484,2,2,2,2,,,Elev,17222,12,2227,New,Partial,183852,2222 or newer,7 rooms or more,
2182,526321122,62,RL,"132,00",2,42294,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,12,5,2227,2228,Hip,CompShg,CemntBd,CmentBd,Stone,762,Ex,TA,PConc,Ex,TA,Gd,GLQ,2262,Unf,2,878,3138,GasA,Ex,Y,SBrkr,3138,1538,2,4676,1,2,3,1,3,1,Ex,11,Typ,1,Gd,BuiltIn,2227,Fin,3,884,TA,TA,Y,228,426,2,2,2,2,,,,2,12,2227,New,Partial,184752,2222 or newer,7 rooms or more,
